name,property_type,price,security_deposit,cleaning_fee,extra_people_fee,guests_included,minimum_nights,cancellation_policy,accommodates,bedrooms,beds,bed_type,bathrooms,country,number_of_reviews,review_scores_rating
Mong Kok double room private toilet near MTR,Hotel,353.0,0.0,0.0,0.0,1.0,1,strict_14_with_grace_period,2,1.0,1.0,Real Bed,1.0,Hong Kong,11,84.0
"4 bdrm, 2 bath, 2 living room, kitchen",House,79.0,500.0,140.0,0.0,1.0,1,flexible,12,4.0,8.0,Real Bed,2.0,United States,4,100.0
Casa do Poeta,Apartment,59.0,0.0,25.0,20.0,2.0,2,moderate,4,1.0,1.0,Real Bed,1.0,Portugal,27,91.0
Full Lux Apartment Panoramic City Harbour Views,Apartment,600.0,0.0,0.0,0.0,1.0,5,flexible,4,2.0,2.0,Real Bed,2.0,Australia,0,
單人房設私人獨立浴室-Single Room with Private Bathroom,Guest suite,447.0,0.0,0.0,0.0,1.0,1,strict_14_with_grace_period,1,1.0,1.0,Real Bed,1.0,Hong Kong,0,
"luxueux appartement ,a partager en colocation",Condominium,70.0,0.0,0.0,0.0,1.0,5,flexible,2,1.0,1.0,Real Bed,1.0,Canada,0,
Bohemian Suite,Guest suite,40.0,0.0,0.0,0.0,1.0,1,moderate,1,1.0,1.0,Real Bed,1.0,Canada,11,100.0
Central Cosy One Bedroom Apartment,Apartment,50.0,0.0,25.0,0.0,1.0,1,flexible,3,1.0,1.0,Real Bed,1.0,Portugal,1,100.0
福田口岸/会展中心/商旅/高端现代化两室一厅公寓,Apartment,526.0,0.0,0.0,0.0,1.0,1,flexible,4,2.0,2.0,Real Bed,1.0,China,3,87.0
Jomi House Permit 68030/Al,Apartment,75.0,0.0,15.0,10.0,2.0,1,flexible,4,1.0,2.0,Real Bed,1.0,Portugal,40,97.0
Perfect Sea View,Apartment,50.0,0.0,30.0,10.0,2.0,2,moderate,5,2.0,4.0,Real Bed,1.0,Portugal,7,100.0
Luxury 2 storey apartment with outdoor dining,Loft,200.0,0.0,60.0,0.0,1.0,1,strict_14_with_grace_period,3,1.0,1.0,Real Bed,1.0,Australia,4,100.0
Sur le Mont-Royal  On the Mont-Royal,Apartment,35.0,0.0,0.0,0.0,1.0,3,flexible,2,1.0,2.0,Real Bed,1.0,Canada,4,95.0
"Westmont square, Good cousin's around the area.",Loft,110.0,3000.0,92.0,100.0,2.0,4,strict_14_with_grace_period,3,0.0,1.0,Real Bed,1.0,Canada,2,80.0
"Beautiful, spacious loft in Clinton Hill",Loft,130.0,0.0,110.0,20.0,2.0,3,moderate,2,1.0,1.0,Real Bed,1.0,United States,4,100.0
Quinta Adágio,House,99.0,0.0,0.0,0.0,1.0,3,flexible,8,3.0,6.0,Real Bed,3.0,Portugal,9,100.0
Marvel Suites in Taksim square,Aparthotel,142.0,0.0,0.0,0.0,1.0,1,moderate,2,1.0,1.0,Real Bed,1.0,Turkey,8,98.0
The Best point to Enjoy Barcelona,Apartment,35.0,150.0,30.0,30.0,1.0,3,strict_14_with_grace_period,3,1.0,2.0,Real Bed,1.0,Spain,21,94.0
"Bright, Cosy 1BR Apt in hip area.",Apartment,597.0,0.0,0.0,0.0,1.0,1,strict_14_with_grace_period,3,1.0,1.0,Real Bed,1.0,Hong Kong,5,100.0
"Front Row Ocean Views, Super-Spacious Luxury 2/2",Condominium,259.0,500.0,175.0,0.0,1.0,4,strict_14_with_grace_period,6,2.0,2.0,Real Bed,2.0,United States,8,95.0
At Home in HONOLULU,Apartment,102.0,0.0,125.0,0.0,1.0,1,strict_14_with_grace_period,4,1.0,2.0,Real Bed,1.0,United States,24,91.0
Pristine 1BR in Quartier des Spectacles by Sonder,Apartment,91.0,400.0,85.0,7.0,2.0,2,strict_14_with_grace_period,2,1.0,1.0,Real Bed,1.0,Canada,7,97.0
Vibrant & Trendy Condo in Plateau l Terrasse,Condominium,110.0,1500.0,58.0,0.0,1.0,1,strict_14_with_grace_period,4,1.0,3.0,Real Bed,1.0,Canada,41,99.0
Comfortable room in a cosy flat in city center,Apartment,90.0,0.0,0.0,0.0,1.0,2,flexible,2,1.0,1.0,Real Bed,1.0,Turkey,2,100.0
The Porto Concierge - Camellia House,Apartment,65.0,0.0,40.0,10.0,4.0,2,moderate,11,5.0,1.0,Real Bed,3.5,Portugal,35,93.0
Family house in Monterey for May/June/part July,House,165.0,0.0,0.0,0.0,1.0,3,strict_14_with_grace_period,4,2.0,2.0,Real Bed,2.0,Australia,0,
ANITAHOUSE,House,70.0,0.0,0.0,15.0,6.0,2,flexible,6,3.0,4.0,Real Bed,2.0,Portugal,23,99.0
Cozy loft in the heart Old Montreal,Loft,101.0,0.0,0.0,0.0,1.0,2,flexible,3,1.0,1.0,Real Bed,1.0,Canada,1,20.0
2- AMAZING FLAT IN RIO DE JANEIRO 201/301,Serviced apartment,160.0,350.0,100.0,30.0,2.0,1,strict_14_with_grace_period,4,0.0,2.0,Real Bed,1.0,Brazil,75,93.0
"Copacabana-Apto Conjugado-4 pessoas- Posto 2,5",Condominium,250.0,1000.0,120.0,0.0,1.0,1,strict_14_with_grace_period,4,1.0,2.0,Real Bed,1.0,Brazil,0,
Puamana Resort #20-2,House,285.0,0.0,341.0,0.0,1.0,1,super_strict_30,2,1.0,2.0,Real Bed,2.0,United States,0,
"3 bedroom house close to station, CBD and airport",House,151.0,0.0,50.0,20.0,4.0,2,strict_14_with_grace_period,6,3.0,5.0,Real Bed,1.0,Australia,33,92.0
Habitación espaciosa y elegante con AC y baño,Apartment,80.0,0.0,0.0,0.0,1.0,2,moderate,2,1.0,1.0,Real Bed,1.0,Spain,11,100.0
Quarto e Sala Moderno/Melhor Localização de Copa,Apartment,187.0,0.0,90.0,40.0,2.0,2,strict_14_with_grace_period,4,1.0,2.0,Real Bed,1.0,Brazil,35,97.0
Penthouse da Música for 8,Apartment,300.0,0.0,50.0,0.0,4.0,1,flexible,8,2.0,4.0,Real Bed,2.0,Portugal,7,100.0
"Terrace- park view, great location, quiet street.",Townhouse,112.0,0.0,50.0,0.0,1.0,4,strict_14_with_grace_period,4,2.0,2.0,Real Bed,1.5,Australia,6,97.0
Penthouse suite at the heart of Nisantaşı,Apartment,612.0,0.0,0.0,0.0,1.0,1,strict_14_with_grace_period,3,1.0,2.0,Real Bed,1.0,Turkey,1,100.0
Luxury 2+1 Apartment,Apartment,285.0,0.0,0.0,0.0,1.0,1,moderate,6,2.0,2.0,Real Bed,1.0,Turkey,9,78.0
Griffintown-Downtown,Condominium,85.0,0.0,30.0,0.0,1.0,1,strict_14_with_grace_period,3,1.0,1.0,Real Bed,1.0,Canada,21,90.0
Beautiful family house,House,165.0,0.0,75.0,0.0,1.0,2,moderate,10,4.0,6.0,Real Bed,3.5,Portugal,0,
Wan Chai Flat Share Room (MH3c),Apartment,228.0,1000.0,0.0,0.0,1.0,31,flexible,1,1.0,1.0,Real Bed,1.0,Hong Kong,0,
Apartamento ótimo em Ipanema - Um achado ; ),Apartment,351.0,0.0,150.0,0.0,1.0,5,flexible,5,2.0,2.0,Real Bed,1.5,Brazil,2,100.0
Habitación doble en pleno barrio gótico,Casa particular (Cuba),53.0,0.0,0.0,0.0,1.0,1,strict_14_with_grace_period,2,1.0,1.0,Real Bed,2.0,Spain,6,90.0
"Ampla Suíte - Próx. a Barra da Tijuca,Jeunesse a..",House,71.0,0.0,30.0,0.0,1.0,1,flexible,2,1.0,1.0,Real Bed,1.0,Brazil,2,100.0
Appartement ensoleillé près du marché Jean-Talon,Apartment,81.0,0.0,50.0,0.0,1.0,3,strict_14_with_grace_period,2,1.0,1.0,Real Bed,1.0,Canada,1,100.0
Lanikai La'i Hale with Oceanview 3BD plus Loft/3BA,House,800.0,500.0,800.0,25.0,8.0,1,super_strict_60,6,4.0,4.0,Real Bed,3.0,United States,0,
Double room only for pet lovers!,Apartment,65.0,100.0,15.0,0.0,1.0,2,strict_14_with_grace_period,2,1.0,1.0,Real Bed,1.0,Spain,2,100.0
Cihangir Modern Flat,Apartment,227.0,0.0,0.0,0.0,1.0,2,flexible,2,1.0,1.0,Real Bed,1.0,Turkey,0,
OPORTO GUEST Downtown 2,Apartment,55.0,0.0,16.0,0.0,2.0,2,moderate,2,0.0,1.0,Real Bed,1.0,Portugal,6,100.0
"Apartment in Montmartre, Paris",Apartment,295.0,596.0,0.0,0.0,1.0,7,moderate,2,1.0,1.0,Real Bed,1.0,Turkey,1,100.0
"Bağdat Caddesi sahilde, her yere yakın, çok şık.",Serviced apartment,749.0,29897.0,250.0,50.0,2.0,5,moderate,4,2.0,3.0,Real Bed,1.0,Turkey,1,60.0
"(香港佐敦)糖果音樂主題三人房 ~ 地理交通優先選(步行2分鐘到地鐵站, 6分鐘到尖沙咀)",Hostel,597.0,0.0,0.0,250.0,3.0,1,super_strict_60,3,1.0,2.0,Real Bed,1.0,Hong Kong,8,90.0
Sunlight in Ahuntsic - Le Durham,Apartment,150.0,0.0,75.0,0.0,1.0,3,moderate,4,2.0,2.0,Real Bed,1.0,Canada,9,96.0
"Experience like local: perfect location, warm flat",Apartment,53.0,0.0,0.0,29.0,1.0,1,flexible,2,2.0,3.0,Real Bed,1.0,Turkey,2,100.0
"(Mong Kok)  New !!! Warm, comfortable, 2 min MTR",Apartment,1178.0,2000.0,250.0,200.0,7.0,1,strict_14_with_grace_period,9,2.0,5.0,Real Bed,1.0,Hong Kong,11,82.0
"Terrace, sea view at Diagonal Mar!",Apartment,190.0,0.0,65.0,35.0,6.0,1,flexible,8,4.0,6.0,Real Bed,2.0,Spain,1,100.0
CAUSEWAY BAY 2MIN FROM SUBWAY STUDIO,Apartment,298.0,0.0,0.0,0.0,1.0,4,strict_14_with_grace_period,2,1.0,1.0,Real Bed,1.0,Hong Kong,2,100.0
【城遇】樱空 日式loft公寓 近罗湖口岸国贸金光华万象城东门 双地铁口 好住好逛又好吃,Loft,369.0,0.0,47.0,0.0,1.0,1,moderate,2,1.0,1.0,Real Bed,1.0,China,52,95.0
Origami Porto Deluxe Suite,Apartment,60.0,0.0,0.0,0.0,1.0,1,flexible,2,1.0,1.0,Real Bed,1.0,Portugal,0,
Elegant 1bed in Trendy Le Plateau,Apartment,119.0,0.0,65.0,0.0,1.0,5,moderate,2,0.0,1.0,Real Bed,1.0,Canada,58,98.0
"Very bright Studio, downtown Montreal with view.",Apartment,90.0,0.0,0.0,0.0,1.0,1,flexible,2,0.0,1.0,Real Bed,1.0,Canada,33,95.0
Dee Why beachside retreat,Apartment,119.0,0.0,0.0,0.0,1.0,5,moderate,4,2.0,2.0,Real Bed,1.0,Australia,1,100.0
"Cozy Studios nice , secure and social area Harbiye",Serviced apartment,264.0,0.0,0.0,0.0,1.0,1,strict_14_with_grace_period,2,0.0,1.0,Real Bed,1.0,Turkey,0,
Large Luxury Hong Kong Island apartment,Apartment,3399.0,5000.0,500.0,0.0,1.0,30,flexible,8,5.0,6.0,Real Bed,3.0,Hong Kong,1,
You'll remember the hospitality forever :),Serviced apartment,148.0,0.0,60.0,0.0,2.0,1,flexible,2,2.0,1.0,Real Bed,1.0,Turkey,2,100.0
Double room + Private Bathroom / Sagrada Familia,Apartment,40.0,0.0,0.0,0.0,1.0,1,flexible,2,1.0,1.0,Real Bed,1.0,Spain,41,95.0
Homey looking room across from Concordia Loyola,Apartment,30.0,0.0,0.0,0.0,1.0,180,flexible,1,1.0,1.0,Real Bed,1.0,Canada,0,
HOMESTAY NEAR MONTREAL AIRPORT,Townhouse,46.0,200.0,19.0,20.0,1.0,1,strict_14_with_grace_period,4,1.0,2.0,Real Bed,2.0,Canada,5,68.0
Bon vivre,Apartment,46.0,0.0,0.0,0.0,1.0,1,flexible,4,2.0,2.0,Real Bed,1.0,Canada,0,
"4 luxury Mosman bedrooms own ensuites, new kitchen",Guest suite,300.0,0.0,120.0,0.0,1.0,2,moderate,8,4.0,6.0,Real Bed,4.0,Australia,0,
casa dos gatos e cães gigantes,House,101.0,374.0,150.0,50.0,2.0,2,flexible,3,1.0,1.0,Real Bed,4.0,Brazil,0,
Amazing sea view villa in istanbul,Villa,643.0,0.0,0.0,0.0,1.0,7,flexible,6,3.0,3.0,Real Bed,4.0,Turkey,0,
Cozy 1-bedroom in Makiki-Punchbowl,Apartment,115.0,0.0,0.0,0.0,1.0,2,flexible,2,1.0,1.0,Real Bed,1.0,United States,95,96.0
Humble hut in the middle of kihei!!,House,120.0,100.0,20.0,20.0,1.0,2,strict_14_with_grace_period,2,1.0,1.0,Real Bed,1.0,United States,39,92.0
Apartamento aconchegante e confortável - Leme,Apartment,548.0,0.0,300.0,0.0,1.0,4,strict_14_with_grace_period,2,1.0,1.0,Real Bed,1.0,Brazil,0,
Architectural Design Townhouse with Spa-worthy Tub,Townhouse,301.0,300.0,90.0,0.0,4.0,2,moderate,4,1.0,2.0,Real Bed,1.0,Canada,2,100.0
GAUDI:50 m from the Sagrada Familia,Apartment,80.0,150.0,100.0,0.0,1.0,3,strict_14_with_grace_period,5,1.0,3.0,Real Bed,1.0,Spain,37,87.0
"Quiet, Comfortable, Fully Equipped Condominium",Condominium,60.0,300.0,55.0,25.0,2.0,2,strict_14_with_grace_period,4,2.0,1.0,Real Bed,1.0,Canada,5,100.0
超棒的朴素民宿 你可以把这里当做家,House,628.0,0.0,0.0,0.0,1.0,1,strict_14_with_grace_period,2,0.0,1.0,Real Bed,1.0,Hong Kong,0,
Sweet Flat,Apartment,105.0,0.0,26.0,26.0,1.0,1,moderate,1,1.0,1.0,Real Bed,1.0,Turkey,2,100.0
Stylish Mile End Condo with City Views from the Roof Deck,Condominium,325.0,500.0,105.0,35.0,6.0,1,strict_14_with_grace_period,8,3.0,3.0,Real Bed,2.0,Canada,35,99.0
SİSLİ STREET NEAR TO CEVAHİR SHOPPİNG MALL STUDYO,Serviced apartment,248.0,0.0,0.0,0.0,1.0,1,flexible,2,1.0,2.0,Real Bed,1.0,Turkey,0,
1 BR w/ Terrace @ Box House Hotel,Apartment,299.0,0.0,0.0,0.0,2.0,3,strict_14_with_grace_period,4,1.0,2.0,Real Bed,1.0,United States,6,97.0
@Terry's,Apartment,196.0,0.0,0.0,200.0,1.0,1,strict_14_with_grace_period,2,1.0,1.0,Real Bed,1.0,Hong Kong,15,94.0
Casa Quinta Sêca,Apartment,30.0,0.0,6.0,0.0,1.0,1,strict_14_with_grace_period,2,1.0,1.0,Real Bed,1.5,Portugal,37,92.0
LUXURY PRIVATE HOUSE NEAR BOSPHORUS,Apartment,163.0,0.0,90.0,0.0,1.0,3,flexible,3,1.0,2.0,Real Bed,1.0,Turkey,24,79.0
Incrível ApartHotel 2 quartos! Coração da zona sul,Serviced apartment,298.0,0.0,110.0,80.0,2.0,2,flexible,4,2.0,4.0,Real Bed,2.0,Brazil,1,100.0
Free parking free laundry at Dabin's Cozy Home,Apartment,39.0,0.0,15.0,15.0,1.0,1,flexible,2,1.0,1.0,Real Bed,1.0,Canada,24,90.0
Sixties Guest House 4,House,35.0,0.0,10.0,0.0,1.0,1,flexible,3,1.0,2.0,Real Bed,1.0,Portugal,26,79.0
Chambre privée dans un Condominium havre de paix.,Apartment,46.0,0.0,12.0,15.0,1.0,2,flexible,2,1.0,1.0,Real Bed,1.0,Canada,8,98.0
Historic Cellars Flat & Hi-Fi,Apartment,60.0,100.0,20.0,10.0,2.0,3,moderate,6,1.0,1.0,Real Bed,1.0,Portugal,1,100.0
Entire Studio Apartment 5 min walk to Sydney Uni!,Apartment,64.0,0.0,0.0,0.0,1.0,6,flexible,2,0.0,1.0,Real Bed,1.0,Australia,7,94.0
The Balcony Suite.,Apartment,401.0,0.0,0.0,0.0,1.0,2,flexible,2,1.0,2.0,Real Bed,1.0,Turkey,0,
piso céntrico de Barcelona,Apartment,32.0,100.0,6.0,8.0,1.0,2,flexible,2,1.0,1.0,Real Bed,1.0,Spain,0,
SUNNY DELIGHT ❤ double bedroom + balcony,Apartment,60.0,100.0,30.0,15.0,1.0,3,strict_14_with_grace_period,2,1.0,1.0,Real Bed,1.0,Spain,15,96.0
El hogar de Gabi.,Apartment,30.0,100.0,20.0,30.0,1.0,4,strict_14_with_grace_period,1,1.0,1.0,Real Bed,1.0,Spain,1,100.0
Spacious downtown 3 bedroom for New Years Eve,Apartment,400.0,0.0,0.0,0.0,1.0,3,flexible,8,3.0,3.0,Real Bed,2.0,Canada,3,67.0
Acıbadem kadıköy,Condominium,58.0,0.0,0.0,0.0,1.0,7,flexible,1,1.0,1.0,Real Bed,1.0,Turkey,0,
Lovely room in Born,Apartment,45.0,0.0,15.0,0.0,1.0,2,strict_14_with_grace_period,1,1.0,1.0,Real Bed,1.5,Spain,19,93.0
Omar do Rio - SB74,Serviced apartment,369.0,0.0,160.0,40.0,2.0,1,strict_14_with_grace_period,3,1.0,1.0,Real Bed,1.0,Brazil,3,100.0
Gorgeous appartement in mile end,Apartment,64.0,0.0,0.0,0.0,1.0,3,moderate,2,1.0,1.0,Real Bed,1.0,Canada,7,97.0
Casa da Ponte - Fontainhas Duplex,House,65.0,0.0,0.0,15.0,2.0,2,strict_14_with_grace_period,5,2.0,3.0,Real Bed,1.0,Portugal,44,99.0
"IPL3005 - Cupertino Durão, 117 - Leblon",Apartment,668.0,1000.0,250.0,0.0,1.0,2,super_strict_30,6,3.0,3.0,Real Bed,2.0,Brazil,0,
H4 Flat with an attic bedroom,Apartment,132.0,527.0,105.0,42.0,2.0,28,strict_14_with_grace_period,4,1.0,2.0,Real Bed,1.0,Turkey,10,94.0
Homey Studio Hong Kong next to HKU MTR station,Apartment,447.0,0.0,120.0,100.0,1.0,1,strict_14_with_grace_period,2,0.0,1.0,Real Bed,1.0,Hong Kong,65,94.0
House for vacation rental furnutare,Serviced apartment,211.0,17868.0,0.0,0.0,1.0,21,strict_14_with_grace_period,6,2.0,5.0,Real Bed,1.0,Turkey,0,
女生/大围名城/近地铁站/低价单间短租6-7.15可刀/港中大城大浸会近/精装修洋房/大围美食,Apartment,149.0,0.0,0.0,50.0,1.0,7,flexible,1,1.0,2.0,Real Bed,2.0,Hong Kong,1,
Quarto partilhado do Porto! (1),Apartment,15.0,0.0,0.0,0.0,1.0,2,strict_14_with_grace_period,1,1.0,1.0,Real Bed,1.5,Portugal,6,100.0
COPA BEACH :),Apartment,451.0,500.0,135.0,55.0,1.0,2,moderate,10,3.0,8.0,Real Bed,3.0,Brazil,0,
PLATEAU-Mt-Royal METRO- Nice backyard/Jardin,Cabin,39.0,200.0,60.0,10.0,1.0,30,strict_14_with_grace_period,2,1.0,1.0,Real Bed,1.0,Canada,6,100.0
Exquisite apt. Open space and plently of light,Apartment,150.0,250.0,75.0,35.0,2.0,30,strict_14_with_grace_period,3,1.0,2.0,Real Bed,1.0,Spain,4,100.0
"Appartement luxueux à partager en colocation chambre privée lit King,  internet WI FI  ,TV  votre chambre est au premier plancher moi  j habite à la mezzanine 2 eme plancher salle de bain et air commun salon cuisine à partager l appartenant la vue ses mag",Apartment,95.0,0.0,0.0,0.0,1.0,5,flexible,2,1.0,1.0,Real Bed,1.0,Canada,0,
Designer Flat in East village,Apartment,265.0,1000.0,100.0,100.0,3.0,4,moderate,3,2.0,2.0,Real Bed,1.0,United States,21,96.0
Modern and Amazing Apartments in Porto,Apartment,118.0,0.0,70.0,0.0,1.0,2,strict_14_with_grace_period,10,2.0,5.0,Real Bed,2.0,Portugal,7,89.0
Golf Villa C5,Villa,299.0,300.0,261.0,0.0,1.0,3,super_strict_60,8,3.0,3.0,Real Bed,3.0,United States,0,
Luxury Chelsea Townhouse at the High Line,Apartment,725.0,1500.0,250.0,100.0,4.0,5,strict_14_with_grace_period,4,2.0,2.0,Real Bed,2.0,United States,3,100.0
Studio in the center of Porto for 4 people,Guest suite,150.0,0.0,0.0,0.0,1.0,1,flexible,4,1.0,2.0,Real Bed,1.0,Portugal,2,90.0
Excellent room for 2 in Barcelona,Apartment,50.0,110.0,10.0,10.0,1.0,2,strict_14_with_grace_period,2,1.0,1.0,Real Bed,2.0,Spain,0,
Porto D'Alma Santa Catarina - Studio w/ Terrace,Apartment,110.0,200.0,20.0,0.0,1.0,3,strict_14_with_grace_period,2,1.0,1.0,Real Bed,1.0,Portugal,5,100.0
24 Eight Guesthouse - Apartment 12,Apartment,60.0,0.0,10.0,30.0,2.0,2,flexible,3,1.0,2.0,Real Bed,1.0,Portugal,13,94.0
Tarihi köşk küçük oda,Apartment,169.0,0.0,0.0,50.0,1.0,1,strict_14_with_grace_period,2,1.0,1.0,Real Bed,1.0,Turkey,5,80.0
Fun & Games in Potts Point,Apartment,108.0,200.0,98.0,0.0,1.0,2,moderate,2,0.0,1.0,Real Bed,1.0,Australia,20,92.0
MasterBedroom with EnsuiteBathroom short/long term,House,23.0,250.0,25.0,7.0,1.0,1,moderate,3,1.0,2.0,Real Bed,1.0,Canada,18,83.0
Double room in Diagonal Mar.  Close to the beach.,House,65.0,0.0,0.0,0.0,1.0,31,flexible,2,1.0,1.0,Real Bed,1.0,Spain,0,
Central Apartment w Bosphorus&Hist. Peninsula View,Apartment,390.0,0.0,0.0,0.0,1.0,3,moderate,4,2.0,3.0,Real Bed,1.0,Turkey,16,93.0
Modern vintage and Spacious 1 Bedroom Apartment,Apartment,110.0,700.0,50.0,50.0,2.0,1,strict_14_with_grace_period,4,1.0,2.0,Real Bed,1.0,Canada,0,
House General Torres,Apartment,84.0,0.0,25.0,0.0,1.0,1,moderate,4,2.0,2.0,Real Bed,1.0,Portugal,62,97.0
CHARMING APARTMENT IN MONTREAL FOR 4 PEOPLE,Apartment,60.0,600.0,70.0,0.0,4.0,1,moderate,4,2.0,2.0,Real Bed,1.0,Canada,39,88.0
"Aos pés da praia de Ipanema, compacto e econômico",Loft,149.0,400.0,140.0,0.0,1.0,10,strict_14_with_grace_period,2,1.0,1.0,Real Bed,1.0,Brazil,1,100.0
Cozy Luxury Apartment Downtown MTL,Condominium,81.0,250.0,49.0,65.0,1.0,2,strict_14_with_grace_period,3,1.0,2.0,Real Bed,1.0,Canada,2,100.0
59D 3 Bedroom 1 Bathroom Apartment Mountain View,Serviced apartment,1021.0,10000.0,0.0,0.0,1.0,29,flexible,6,3.0,3.0,Real Bed,1.0,Hong Kong,0,
Casa do Pombal,House,300.0,0.0,0.0,0.0,1.0,2,flexible,10,4.0,6.0,Real Bed,4.5,Portugal,3,100.0
OCEANFRONT COMPLEX  KONA MAKAI AT GARDEN PRICE!,Apartment,110.0,0.0,0.0,0.0,1.0,1,flexible,4,1.0,2.0,Real Bed,1.0,United States,0,
6 People ( 6 個人房設私人獨立浴室 ) T+T,Guest suite,1601.0,0.0,0.0,0.0,1.0,1,strict_14_with_grace_period,6,2.0,4.0,Real Bed,1.0,Hong Kong,0,
屯門西鐵獨立套房B房❤ 30 seconds to Tuen Mun WestRail❤ RoomB,Condominium,283.0,0.0,180.0,0.0,1.0,3,strict_14_with_grace_period,2,0.0,1.0,Real Bed,1.0,Hong Kong,0,
"Villa 200m2, 10 mn de Porto  , 150m de la plage",House,180.0,500.0,0.0,0.0,1.0,3,strict_14_with_grace_period,10,4.0,5.0,Real Bed,4.0,Portugal,10,100.0
Charming Beach #1 Cabana Room Single,Apartment,61.0,95.0,45.0,0.0,1.0,1,strict_14_with_grace_period,1,1.0,1.0,Real Bed,1.0,United States,230,93.0
Bakırköyde konforlu güvenli sitede daire,Serviced apartment,232.0,0.0,100.0,50.0,1.0,2,flexible,4,2.0,4.0,Real Bed,2.0,Turkey,2,100.0
Olympic Games,Apartment,201.0,0.0,300.0,200.0,1.0,2,strict_14_with_grace_period,2,1.0,2.0,Real Bed,1.0,Brazil,1,100.0
Douro Virtudes in the historical city center,Apartment,80.0,0.0,25.0,15.0,2.0,2,moderate,3,1.0,2.0,Real Bed,1.0,Portugal,14,100.0
Sunseekers Walk To Kamaole Beach I,Apartment,159.0,200.0,129.0,0.0,1.0,3,moderate,4,1.0,2.0,Real Bed,1.0,United States,44,94.0
OCEANFRONT*Deluxe Ocean View Sugar Beach Condo,Condominium,129.0,0.0,135.0,0.0,1.0,3,strict_14_with_grace_period,4,1.0,2.0,Real Bed,1.0,United States,18,92.0
House of Nomad 2,Apartment,298.0,0.0,79.0,0.0,1.0,120,moderate,2,1.0,1.0,Real Bed,1.5,Hong Kong,2,100.0
Lovely & cozy double room in the heart of BCN,Apartment,53.0,150.0,18.0,30.0,2.0,1,strict_14_with_grace_period,2,1.0,2.0,Real Bed,1.0,Spain,19,93.0
Appartement en face de Parc LaFontaine,Apartment,199.0,0.0,20.0,0.0,1.0,1,flexible,3,1.0,1.0,Real Bed,1.0,Canada,13,92.0
"2641 - AB Premium Old Town E-2 - Modern, 2-bedroom Old Town apartment close to Las Ramblas and Plaça de Catalunya",Apartment,63.0,0.0,120.0,0.0,4.0,32,moderate,4,2.0,3.0,Real Bed,2.0,Spain,0,
sahrayıcedit merkezi lokasyon ferah.,Apartment,174.0,0.0,0.0,105.0,2.0,2,flexible,4,1.0,3.0,Real Bed,1.0,Turkey,1,100.0
Galata Ekonomik 1,Boutique hotel,158.0,0.0,0.0,50.0,2.0,1,flexible,2,1.0,1.0,Real Bed,1.0,Turkey,14,89.0
The beautiful room for 2 in TAKSIM,Hostel,105.0,0.0,0.0,0.0,1.0,1,moderate,2,1.0,2.0,Real Bed,1.0,Turkey,10,88.0
Piso de lujo en Sagrada Familia,Apartment,79.0,2300.0,0.0,0.0,1.0,32,strict_14_with_grace_period,6,3.0,4.0,Real Bed,2.0,Spain,0,
Calm & Cozy 4BR with Parking,House,225.0,0.0,90.0,30.0,8.0,2,flexible,10,4.0,5.0,Real Bed,1.0,Canada,1,100.0
Makahuena Condo #2-203 - Spacious 3 Bedroom Condo with Pool,Condominium,334.0,250.0,335.0,0.0,6.0,1,super_strict_60,6,3.0,4.0,Real Bed,2.0,United States,1,
Shinyurigaoka Apt 106,Apartment,100.0,0.0,100.0,0.0,6.0,1,strict_14_with_grace_period,6,2.0,4.0,Real Bed,1.0,United States,3,100.0
"Yaumatei, STUDIO for 2 + small kitchen --walk up",Apartment,283.0,1000.0,0.0,0.0,1.0,29,flexible,2,0.0,1.0,Real Bed,1.0,Hong Kong,0,
Casa completa no Condomínio Mansões!,House,500.0,2000.0,250.0,80.0,8.0,2,strict_14_with_grace_period,12,5.0,10.0,Real Bed,5.0,Brazil,8,100.0
Comfortable Private Studio,Apartment,96.0,150.0,75.0,10.0,2.0,2,moderate,2,0.0,1.0,Real Bed,1.0,United States,186,89.0
"Mauna Kai 5A: Spacious and recently renovated, 8 min walk to Anini beach",Condominium,222.0,0.0,285.0,0.0,4.0,2,super_strict_60,4,2.0,2.0,Real Bed,2.0,United States,1,100.0
Home sweat home,Apartment,79.0,0.0,40.0,0.0,1.0,3,flexible,1,1.0,1.0,Real Bed,1.0,Turkey,2,100.0
"定安大厦单人间,近红磡#只接受女生#TO KWA WAN/ Girls Accepted Only",Condominium,220.0,0.0,39.0,100.0,1.0,9,flexible,1,0.0,1.0,Real Bed,1.0,Hong Kong,9,93.0
A quiet place in the middle of Wan Chai,Apartment,502.0,0.0,0.0,0.0,1.0,1,flexible,2,1.0,1.0,Real Bed,2.0,Hong Kong,0,
Prince Edward Room for 1 person with lift ( 1d),Apartment,204.0,1000.0,0.0,0.0,1.0,29,flexible,1,1.0,1.0,Real Bed,1.0,Hong Kong,0,
A 2+1 fully furnished aparment with a cute balcony,Apartment,142.0,0.0,70.0,26.0,1.0,2,flexible,4,2.0,2.0,Real Bed,1.0,Turkey,4,100.0
Best location double room,Apartment,27.0,500.0,80.0,5.0,1.0,31,strict_14_with_grace_period,2,1.0,2.0,Real Bed,1.0,Spain,0,
"Sealodge F9: Top floor privacy, oceanfront vistas all around, affordable rate",Condominium,222.0,0.0,235.0,0.0,3.0,2,super_strict_60,3,1.0,2.0,Real Bed,1.0,United States,0,
